song_title,artist,album,duration,popularity,stream,composer,producer,collaboration,collaboration_na,genre_Country,genre_Electronic,genre_Folk,genre_Hip-Hop,genre_Jazz,genre_Pop,genre_R&B,genre_Reggae,language_French,language_German,language_Italian,language_Japanese,language_Korean,language_Spanish,explicit_content_Yes,label_Def Jam,label_Indie,label_Sony Music,label_Universal Music,label_Warner Music,release_year,release_month,release_day,release_date_ordinal,release_age_years
5076,115,3873,1.0,0.6969696969696971,0.4665603744394884,2122,3424,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5666666666666629,1.0,0.0,0.571741511500548,0.4333333333333333
6550,4879,4222,0.9059686431191016,0.7373737373737375,0.8261516328568834,703,3017,2021,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7000000000000028,0.9090909090909092,0.9333333333333332,0.7049105512960949,0.3
2080,729,1881,0.652987550714485,0.3535353535353535,0.3435640927336049,5168,777,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.3636363636363636,0.0,0.4855786783497535,0.5
6645,5437,1934,0.6305003425007413,0.787878787878788,0.0669372661637436,5238,4204,403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666666666686,0.5454545454545454,0.2666666666666666,0.9585615188024832,0.0333333333333333
5679,3276,626,0.2594614069739703,0.7676767676767677,0.0635701731101857,2621,2063,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3999999999999915,0.8181818181818182,0.9666666666666668,0.4021540708287716,0.6
2889,2195,2993,0.945321257493153,0.8888888888888891,0.3698176000055054,6171,2600,2021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666572,0.3636363636363636,0.2,0.1527017159547199,0.8333333333333334
510,2909,4339,0.4562244788442277,0.6565656565656567,0.8384182934793163,6458,6568,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5999999999999943,0.8181818181818182,0.6666666666666666,0.6014056224899633,0.4
6193,4787,786,0.4899552911648431,0.2323232323232323,0.789505440865762,932,5714,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5454545454545454,0.2,0.9917853231106192,0.0
308,3260,4107,1.0,0.1313131313131313,0.7172662299607665,1419,3872,478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333333333333314,0.4545454545454545,0.8333333333333334,0.0239138371668445,0.9666666666666668
5309,3977,1980,0.4506026767907917,0.2626262626262626,0.6047009329048929,688,6171,1717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5454545454545454,0.3333333333333333,0.992150419861261,0.0
2636,3107,2196,0.5011988952717151,0.1111111111111111,0.0287522951826179,6443,77,807,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5999999999999943,0.5454545454545454,0.1666666666666666,0.5916392844103626,0.4
1132,4709,227,0.28757041724115,0.595959595959596,0.547645358965126,6197,1581,999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2333333333333342,0.3636363636363636,0.1333333333333333,0.2192405987586738,0.7666666666666666
4932,2971,3519,0.7092055712488442,0.1313131313131313,0.3779861880386965,3027,1320,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4333333333333371,0.0909090909090909,0.4,0.4118291347207048,0.5666666666666667
1382,5799,13,0.3831410521495607,0.0909090909090909,0.1952920072645636,4874,6376,2021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8333333333333286,0.4545454545454545,0.5666666666666667,0.8232931726907537,0.1666666666666666
