song_title,artist,album,duration,popularity,stream,composer,producer,collaboration,collaboration_na,genre_Country,genre_Electronic,genre_Folk,genre_Hip-Hop,genre_Jazz,genre_Pop,genre_R&B,genre_Reggae,language_French,language_German,language_Italian,language_Japanese,language_Korean,language_Spanish,explicit_content_Yes,label_Def Jam,label_Indie,label_Sony Music,label_Universal Music,label_Warner Music,release_year,release_month,release_day,release_date_ordinal,release_age_years
5531,6052,4319,0.7373145815160237,0.41414141414141414,0.35045172862871615,270,2738,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09999999999999432,0.9090909090909091,0.23333333333333334,0.1029572836801691,0.9
4507,1381,2449,0.0,0.494949494949495,0.09232132799713638,2686,3632,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7000000000000028,0.36363636363636365,0.3,0.6863818912011652,0.3
4353,445,4238,0.5011988952717151,0.09090909090909093,0.7666920155727178,5202,2637,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5454545454545454,0.23333333333333334,0.9918765972982868,0.0
4457,6667,438,0.355032041882381,0.8585858585858587,0.3472123086795175,6234,4824,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9333333333333371,0.6363636363636364,0.4666666666666667,0.9286235852500937,0.06666666666666667
2231,1277,1529,0.6867183630351005,0.6262626262626264,0.9665464558305322,59,640,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9666666666666686,0.1818181818181818,0.13333333333333333,0.9470609711573559,0.03333333333333333
6550,4879,4222,0.9059686431191015,0.7373737373737375,0.8261516328568834,703,3017,2021,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7000000000000028,0.9090909090909091,0.9333333333333333,0.7049105512960949,0.3
1696,3323,1010,0.9999999999999999,0.48484848484848486,0.8834077087848108,2456,6627,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666288,0.1818181818181818,0.5,0.04801022270901001,0.9333333333333333
4301,3934,3387,0.48433348911140717,0.08080808080808081,0.9599337712275415,3599,3372,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666657,0.6363636363636364,0.43333333333333335,0.761865644395769,0.23333333333333334
4424,6587,2667,0.5011988952717151,0.7373737373737375,0.6728510235418942,2598,2725,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2666666666666657,0.09090909090909091,0.9,0.24653158086893256,0.7333333333333333
1709,6029,2115,0.366275645989253,0.010101010101010102,0.487196355142925,4166,3373,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7333333333333343,0.9999999999999999,0.16666666666666669,0.7389558232931677,0.26666666666666666
3680,5756,2954,0.057076533050277156,0.8080808080808082,0.7798864967697474,608,4654,1420,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2666666666666657,0.9090909090909091,0.3666666666666667,0.26998904709748217,0.7333333333333333
4244,3640,2861,0.9999999999999999,0.8787878787878789,0.32417163446309993,3932,6309,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29999999999999716,0.6363636363636364,0.0,0.29390288426432676,0.7
4453,2295,4285,0.0,0.7272727272727274,0.7315441420806,866,6074,2021,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46666666666666856,0.7272727272727273,0.13333333333333333,0.46385542168674476,0.5333333333333333
2209,1306,1376,0.5011988952717151,0.6161616161616162,0.07366432042164213,908,714,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.46666666666666856,0.4545454545454545,0.1,0.4553669222343899,0.5333333333333333
6390,5282,1057,0.48433348911140717,0.2828282828282828,0.40205675929711815,4954,4688,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333286,0.4545454545454545,0.0,0.32174151150054797,0.6666666666666666
5068,1838,2986,0.4506026767907917,0.8282828282828284,0.8278695382925839,4469,843,2021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5666666666666629,0.09090909090909091,0.13333333333333333,0.5444505293902893,0.43333333333333335
221,6504,4406,0.4449808747373559,0.5757575757575758,0.21595554511329243,1539,1493,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.4545454545454545,0.9666666666666667,0.49105512960935016,0.5
3103,2462,2201,0.7260709774091519,0.8484848484848486,0.9003234648712064,3821,6199,390,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5333333333333314,0.1818181818181818,0.7666666666666667,0.5154253377144897,0.4666666666666667
1211,5163,2185,0.0,0.5656565656565657,0.8183265939025329,2957,1556,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666288,0.5454545454545454,0.16666666666666669,0.05823293172690569,0.9333333333333333
5343,4858,1290,0.9172122472259733,0.8787878787878789,0.30435463611359787,4581,866,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5333333333333314,0.4545454545454545,0.43333333333333335,0.5229098211025871,0.4666666666666667
1304,3715,3780,0.12453815769150822,0.9393939393939396,0.9826945528706138,5160,2388,1015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06666666666666288,0.8181818181818182,0.06666666666666668,0.06635633442861888,0.9333333333333333
2307,3316,39,0.7991544041038189,0.6262626262626264,0.2797128967570001,3044,116,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8999999999999915,0.9999999999999999,0.9666666666666667,0.9078130704636749,0.1
3455,6050,2065,0.5911477281266898,0.41414141414141414,0.9773529778536276,5956,2150,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666572,0.9090909090909091,0.4666666666666667,0.6703176341730597,0.3333333333333333
3915,143,4134,0.12453815769150822,0.7979797979797981,0.004096662223547943,6059,4324,1757,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9666666666666686,0.4545454545454545,0.5666666666666667,0.9566447608616215,0.03333333333333333
1258,5033,88,0.6867183630351005,0.42424242424242425,0.884163924864078,575,2782,319,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7333333333333343,0.09090909090909091,0.23333333333333334,0.7113910186199348,0.26666666666666666
5775,963,3219,0.9059686431191015,0.35353535353535354,0.5000669323548903,2348,6458,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13333333333332575,0.36363636363636365,0.0,0.11883899233296802,0.8666666666666667
774,2843,4498,0.19762158438617516,0.37373737373737376,0.7098398143654668,2426,4707,105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5999999999999943,0.5454545454545454,0.3666666666666667,0.5921869295363251,0.4
3524,6057,689,0.6754747589282287,0.8989898989898991,0.8312599673969463,4587,1555,2021,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.03333333333333144,0.1818181818181818,0.03333333333333333,0.013326031398321447,0.9666666666666667
5848,5574,1158,0.6923401650885365,0.13131313131313133,0.7341687026028979,1376,5670,2021,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36363636363636365,0.6666666666666666,0.9874954362906152,0.0
6774,3749,3307,0.9678084657068967,0.7979797979797981,0.9518154162192715,6026,4718,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5666666666666629,0.7272727272727273,0.0,0.563435560423514,0.43333333333333335
1739,4773,1010,0.20886518849304714,0.7474747474747476,0.7578081520757517,3712,5751,896,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46666666666666856,0.9090909090909091,0.7666666666666667,0.4711573566995213,0.5333333333333333
570,4926,3983,0.3381666357220733,0.8181818181818183,0.9044107146542026,6166,1557,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20000000000000284,0.5454545454545454,0.03333333333333333,0.1912194231471318,0.8
1998,4929,1398,0.7710453938366394,0.7171717171717172,0.7233062060661709,6629,4284,1040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5999999999999943,0.9090909090909091,0.9,0.6048740416210308,0.4
5274,4800,2604,0.5011988952717151,0.98989898989899,0.20861597203538904,379,6571,1782,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2666666666666657,0.1818181818181818,0.1,0.24689667761956002,0.7333333333333333
5331,593,2957,0.6136349363404335,0.6464646464646465,0.07877188476199995,6287,6207,2021,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8999999999999915,0.8181818181818182,0.7,0.9015151515151558,0.1
2391,6352,1076,0.1863779802793034,0.595959595959596,0.17677227528325817,3339,2474,2021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06666666666666288,0.2727272727272727,0.7,0.05138736765242413,0.9333333333333333
